security_key,code,name,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,industry,source_files
6168.HK,6168.HK,周六福,深圳市罗湖投资控股有限公司；永诚贰号香港有限公司；Jump Trading Pacific Pte. Ltd.；凯因家族办公室有限公司；Seraphim Advantage Inc.；君宜永信及CICC Financial Trading Limited；灵宝黄金国际有限公司；广发基金管理有限公司,8,576247327.3029,0.443842,6.0,2025-12-26,产业方；长线基金；主权/国资；上市公司关联,服装、服饰与奢侈品,港股IPO基石投资者.csv
6181.HK,6181.HK,老铺黄金,Huang River Investment Limited；CPE Greater China Enterprises Growth Fund；南方基金管理股份有限公司,3,437464800.0,0.48280000000000006,6.0,2024-12-28,产业方；长线基金；上市公司关联,其他专卖店,港股IPO基石投资者.csv
6600.HK,6600.HK,卧安机器人,"HACF, L.P.；Cithara Global Multi-Strategy SPC；Infini Global Master Fund；China Orient Enhanced Income Fund；Wind Sabre Opportunities Fund SP；Yield Royal Investment Holding (Singapore) PTE. LTD.；Sage Partners Master Fund；China Orient Multi-Strategy Master Fund；Sage Sunshine 1 Limited",9,699998510.2,0.4267,6.0,2026-06-30,长线基金,家用电器,港股IPO基石投资者.csv
6603.HK,6603.HK,IFBH,UBS Asset Management (Singapore) Ltd.；Enreal China Master Fund及Forreal China Value Fund；Black Dragon AP SPV1；HCEP Master Fund及HCEPLong Only Master Fund HSG；Jane Street Asia Trading Limited；Harvest Oriental SP；Jain Global Master Fund；工银理财有限责任公司；南方基金管理股份有限公司；Mega Prime Development Limited；广发国际资产管理有限公司,11,309970000.0,0.26739999999999997,6.0,2025-12-31,长线基金,软饮料与不含酒精饮料,港股IPO基石投资者.csv
6613.HK,6613.HK,蓝思科技,"UBS Asset Management (Singapore) Ltd.；LMR Multi-Strategy Master Fund Limited；Oaktree Capital Management,L.P.；QRT Master Fund SPC；Poly Platinum Enterprise Limited；Infini Global Master Fund；世运线路版有限公司；Green Better Limited；Verition Multi-Strategy Master Fund Ltd.；Redwood Elite Limited",10,1499337324.0,0.31459200000000004,6.0,2026-01-09,产业方；长线基金；主权/国资；上市公司关联,电子制造服务,港股IPO基石投资者.csv
6636.HK,6636.HK,极视角,政金(香港)国际有限公司；George Kent International Pte.Ltd.,2,47200000.0,0.09450000000000001,9.0,2026-12-30,,信息科技咨询与其它服务,港股IPO基石投资者.csv
6656.HK,6656.HK,思格新能,"Aranda Investments Pte. Ltd.；上海陆家嘴(集团)有限公司；高盛资产管理(香港)有限公司；UBS Asset Management (Singapore) Ltd.；CPE Energy Investment Limited；AXA Investment Managers UK Limited；Lazurite Hime L.P.；HHLR Advisors, Ltd.；工银理财有限责任公司；Tropical Terrain Limited；Scene Cloud Global Limited；Perseverance Asset Management International (Singapore) Pte. Ltd.；中国太保投资管理(香港)有限公司；Huadeng Technology Space Ventures Ltd；景林资产管理香港有限公司；正大机器人有限公司；3W Fund Management Limited；Baring Asset Management (Asia) Limited；Hillhouse Investment Management, Ltd.；富国基金管理有限公司；富国资产管理(香港)有限公司",21,2192126469.0,0.49820000000000003,6.0,2026-10-16,产业方；长线基金；主权/国资；上市公司关联,电气部件与设备,港股IPO基石投资者.csv
6657.HK,6657.HK,百望股份,江苏原力产业投资有限公司,1,260000000.0,0.7798,6.0,2025-01-09,产业方；长线基金；主权/国资,信息科技咨询与其它服务,港股IPO基石投资者.csv
6681.HK,6681.HK,脑动极光-B,苏州策源扶海企业管理合伙企业(有限合伙)；天士力(国际)医疗健康投资发展有限公司；天士力(香港)医药投资有限公司；黄光伟,4,377121450.0,0.6426999999999999,6.0,2025-07-08,产业方；长线基金；主权/国资；上市公司关联,保健护理服务,港股IPO基石投资者.csv
6687.HK,6687.HK,聚水潭,"Perseverance Asset Management International (Singapore) Pte. Ltd.；Blue Lake Capital Opportunity Fund I, L.P.；GRANITE ASIA VIII INVESTMENTS PTE. LTD.；Jain Global Master Fund Ltd；Dymon Asia Multi-Strategy Investment Master Fund；HSG Growth VI Holdco F, Ltd.；GTCS Holdings Limited；Fourier Capital Management Limited；WT资产管理有限公司；汇添富基金管理股份有限公司；Stoneylake Global Alpha Fund；景林资产管理香港有限公司；3W Global Fund",13,1011724740.0,0.4849,6.0,2026-04-21,长线基金,应用软件,港股IPO基石投资者.csv
6693.HK,6693.HK,赤峰黄金,斯派柯国际有限公司；金山(香港)国际矿业有限公司,2,744870000.0,0.264,6.0,2025-09-10,产业方；上市公司关联,多种金属与采矿,港股IPO基石投资者.csv
6809.HK,6809.HK,澜起科技,"UBS Asset Management (Singapore) Ltd.；J.P. Morgan Investment Management Inc.；Alisoft China Holding Limited；New Alternative Limited；Janchor Partners Pan-Asian Master Fund（；Aspex Master Fund；New Golden Future Limited；abrdn Asia Limited；Mirae Asset Securities Co., Ltd.；霸菱资产管理(亚洲)有限公司；华勤通讯香港有限公司；Hel Ved Master Fund；AGIC Partners Holding (Cayman) II Limited；Huadeng Summit Fortitude Ventures Ltd；中邮理财有限责任公司；泰康人寿保险有限责任公司；Qube Master Fund Ltd；MY Asian Opportunities Master Fund, L.P.",18,3509055000.0,0.49840000000000007,6.0,2026-08-09,产业方；长线基金；主权/国资；上市公司关联,半导体产品,港股IPO基石投资者.csv
6810.HK,6810.HK,商米科技-W,"XINWUTANG CO., LIMITED；China Orient Enhanced Income Fund",2,286407088.0,0.2703,6.0,2026-10-29,长线基金,电子设备和仪器,港股IPO基石投资者.csv
6831.HK,6831.HK,绿茶集团,无锡紫鲜食品有限公司；Action Chain International Limited；安吉两山乡村振兴股权投资合伙企业(有限合伙)；正大食品投资有限公司；华置贸易有限公司；无锡绿联食品有限公司；无锡合翔食品有限公司；无锡琴雨食品有限公司,8,605268580.0,0.5,6.0,2025-11-16,产业方；长线基金；主权/国资,餐馆,港股IPO基石投资者.csv
6936.HK,6936.HK,顺丰控股,"惠汉有限公司；WT Asset Management Limited；Oaktree Capital Management, L.P.；Infini Global Master Fund；中国太平洋保险(集团)股份有限公司；Wind Sabre Fund SPC；Green Better Limited；Morgan Stanley & Co. International plc；上海睿郡资产管理有限公司；Ghisallo Fund Master Ltd",10,1591600000.0,0.2731,6.0,2025-05-27,产业方；长线基金；上市公司关联,航空货运与物流,港股IPO基石投资者.csv
6938.HK,6938.HK,瑞博生物-B,华夏基金(香港)有限公司；大成国际资产管理有限公司；泰康人寿保险有限责任公司；Mingxin Growth Ventures LS2 Limited；Erik Selin Fastigheter Aktiebolag；Himension Fund；Springs Capital (Hong Kong) Limited；Arc Avenue Asset Management Pte. Ltd.；拾贝能信、自然拾贝及Huatai Capital Investment Limited；Bright Stone Holdings Limited；IvyRock Asset Management (HK) Limited；大成基金管理有限公司,12,777980588.0,0.4247,6.0,2026-07-09,产业方；长线基金；上市公司关联,制药,港股IPO基石投资者.csv
6960.HK,6960.HK,双登股份,三水创业投资有限公司,1,238740285.0,0.281,12.0,2026-08-26,主权/国资,电子元件,港股IPO基石投资者.csv
7618.HK,7618.HK,京东工业,"M&G Investments；CPE Elm Investment Limited；晨曦投资管理有限公司；常春藤资产管理(香港)有限公司；刚睿资本管理有限公司；Schonfeld Strategic Advisors (Hong Kong) Limited；Burkehill Global Management, LP",7,1323592380.0,0.4444,6.0,2026-06-11,长线基金；主权/国资,贸易公司与经销商,港股IPO基石投资者.csv
7630.HK,7630.HK,英派药业-B,First Quarter Moon OFC — Phecda Fund；黄河投资有限公司；南京生物医药谷建设发展有限公司及华泰资本投资有限公司；Worldwide Healthcare Partners LLC；Prosper High Holding Limited；LAV Star Opportunities；LAV Star Limited；Foresight Global Superior Choice SPC — Vision Fund 1 SP；Foresight Global Superior Choice SPC-Horizon Next SP；Foresight Global Superior Choice SPC-Horizon Fund 1 SP；Foresight Global Superior Choice SPC — Global Superior Choice Fund 1 SP,11,279972864.0,0.3214,6.0,2026-11-13,产业方；长线基金；上市公司关联,制药,港股IPO基石投资者.csv
7666.HK,7666.HK,剂泰科技-P,"BlackRock, Inc.；UBS Asset Management (Singapore) Ltd.；国风投创新投资基金股份有限公司；未来资产证券(香港)有限公司及Mirae Asset Securities Co., Ltd.；HHLR Advisors, Ltd.；工银瑞信基金管理有限公司及工银瑞信资产管理(国际)有限公司；Isometry Global Master Fund, L.P.；华夏基金(香港)有限公司；RTW Master Fund, Ltd.、RTW Innovation Master Fund, Ltd.及RTW Biotech Opportunities Ltd.；Huadeng Technology Piovt Ventures Ltd；富国基金管理有限公司；Deerfield Management Company, L.P.；Arc Avenue Asset Management Pte. Ltd.；广发基金管理有限公司及广发国际资产管理有限公司；LBC HK Opportunity Fund Limited、Lake Bleu Prime Healthcare Master Fund Limited及Lake Bleu Innovation Healthcare Master Fund Limited；Sage Partners Master Fund；Lazurite Hime L.P.；工银理财有限责任公司",18,1159432000.0,0.5483999999999999,6.0,2026-11-13,产业方；长线基金；主权/国资；上市公司关联,生物科技,港股IPO基石投资者.csv
8610.HK,8610.HK,BBSB INTL,Choy Joo Seong；Tan Nam Joo,2,14000000.0,0.1866,6.0,2026-07-13,产业方；上市公司关联,建筑与工程,港股IPO基石投资者.csv
9606.HK,9606.HK,映恩生物-B,"Tru Med Healthcare Master Fund、ABS Direct Equity Fund LLC Asia Series 11及
Tru Med Health Innovation Fund LP；易方达基金管理有限公司；汇添富基金管理股份有限公司；富国资产管理(香港)有限公司；盘京港景投资基金；BioNTech SE；MY Asian Opportunities Master Fund, L.P.；LAV Star Opportunities Limited；富国基金管理有限公司；Lake Bleu Prime Healthcare Master Fund Limited；Emerging Markets Healthcare Partners LLC；苏州苏创生物医药大健康创业投资基金合伙企业(有限合伙)；Lake Bleu Innovation Healthcare Master Fund Limited；Worldwide Healthcare Partners LLC；易方达资产管理香港有限公司",15,505334280.0,0.30820000000000003,6.0,2025-10-15,产业方；长线基金；主权/国资；上市公司关联,制药,港股IPO基石投资者.csv
9609.HK,9609.HK,海伟股份,汇兴丽海有限公司,1,216042120.0,0.4267,6.0,2026-05-28,产业方；长线基金,电子元件,港股IPO基石投资者.csv
9611.HK,9611.HK,龙旗科技,国控新智有限公司；韦尔半导体香港有限公司；香港裕同印刷有限公司；Qualcomm Ventures LLC；青岛观澜及国泰君安证券投资(香港)有限公司；Endless Growth NH Limited,6,440227900.0,0.27180000000000004,6.0,2026-07-22,产业方；长线基金；主权/国资；上市公司关联,电脑硬件、储存设备及电脑周边,港股IPO基石投资者.csv
9639.HK,9639.HK,荣利营造,三一香港集团有限公司；三锋控股管理有限公司；高升集团控股有限公司,3,35000000.0,0.19180000000000003,9.0,2025-07-09,产业方；上市公司关联,建筑与工程,港股IPO基石投资者.csv
9660.HK,9660.HK,地平线机器人-W,JSC International Investment Fund SPC；Baidu (Hong Kong) Limited；Alisoft China Holding Limited；PARTICIPATIONS 1,4,1706617962.0,0.3156,6.0,2025-04-24,产业方；长线基金；主权/国资；上市公司关联,汽车零件与设备,港股IPO基石投资者.csv
9678.HK,9678.HK,云知声,SensePower Management Limited；臻一资产管理有限公司；润建国际(香港)有限公司,3,95325677.0,0.2965,12.0,2026-06-30,产业方；长线基金；上市公司关联,信息科技咨询与其它服务,港股IPO基石投资者.csv
9680.HK,9680.HK,如祺出行,广州汽车工业集团有限公司；Voyager Group Inc.；WeRide Inc.；香港小马智行有限公司,4,809386000.0,0.7706999999999999,12.0,2025-07-10,产业方；长线基金；主权/国资,信息科技咨询与其它服务,港股IPO基石投资者.csv
9879.HK,9879.HK,米高集团,沈阳信昌粮食贸易有限公司；Harvest International Premium Value (Secondary Market) Fund SPC；Mega Dynamic Group Limited；新化科技有限公司,4,418500000.0,0.4558,12.0,2025-03-21,产业方；长线基金；上市公司关联,化肥与农用药剂,港股IPO基石投资者.csv
9881.HK,9881.HK,容大科技,Main Achieve Holdings Limited；林小坚；香港临泰微科技有限公司；中晟集团有限公司；曹柯；伍志发；李舒菡,7,80300000.0,0.4363,6.0,2025-12-10,产业方；长线基金,电脑硬件、储存设备及电脑周边,港股IPO基石投资者.csv
9887.HK,9887.HK,维立志博-B,"TruMed Health Innovation Fund LP；上海高毅及华泰资本投资有限公司；Huang River Investment Limited；OrbiMed Genesis Master Fund, L.P.；易方达基金管理有限公司；Loyal Valley Capital Advantage Fund III LP；Golden Valley Value Select Master Fund；Golden Valley Global Limited；Sage Partners Master Fund；The Biotech Growth Trust PLC；Foresight Global Superior Choice SPC－Vision Fund 1 SP；Perseverance Asset Management International (Singapore) Pte. Ltd.；Foresight Global Superior Choice SPC－Global Superior Choice Fund 1 SP；Splendid Biotech Fund L.P.；Hankang Biotech Fund III, L.P.；易方达资产管理(香港)有限公司；TruMed Healthcare Master Fund",17,541626300.0,0.4197,6.0,2026-01-25,产业方；长线基金；主权/国资；上市公司关联,生物科技,港股IPO基石投资者.csv
9903.HK,9903.HK,天数智芯,"衡信基金管理；Duckling Fund, L.P.；汇添富资产管理(香港)有限公司；Wind Sabre Fund SPC；XN Mountain International Limited；明山资本有限公司；Qin Wan Investment Limited；第四范式国际有限公司；UBS Asset Management (Singapore) Ltd.；Ocean Fine Industrial Limited；OCM Limited；China Orient Enhanced Income Fund；华夏基金(香港)有限公司；安擎国际有限公司；华胜天成科技(香港)有限公司；DeepRoot Alpha Ltd；China Orient Multi-Strategy Master Fund；中兴通讯(香港)有限公司；芯鑫控股有限公司",19,1581967380.0,0.4301000000000001,6.0,2026-07-08,产业方；长线基金；主权/国资；上市公司关联,半导体产品,港股IPO基石投资者.csv
9927.HK,9927.HK,赛力斯,"重庆产业投资母基金合伙企业(有限合伙)；林园基金及华泰资本投资(与华泰背对背总回报掉期及林园总回报掉期有关)；Sanhua (Hong Kong) Co Limited；Gold Wings Holdings Limited；BESS Broadway Limited；达安投资有限公司；广发基金管理有限公司；中升集团有限公司；Zhink International Pte. Ltd.；New China Asset Management (Hong Kong) Limited；Hichain Logistics (Hong Kong) Limited；施罗德；星宇车灯(香港)有限公司；Mirae Asset Securities Co., Ltd.；中邮理财有限责任公司；中国美东汽车控股有限公司；New Alternative Limited；Skyler International Co., Ltd；Ghisallo Fund Master Ltd.；Jain Global Master Fund Ltd；China Alpha Fund Management (HK) Limited；Jump Trading Pacific Pte. Ltd.；广发国际资产管理有限公司",23,6420974050.0,0.45230000000000015,6.0,2026-05-05,产业方；长线基金；主权/国资；上市公司关联,汽车制造商,港股IPO基石投资者.csv
9973.HK,9973.HK,奇瑞汽车,"JSC International Investment Fund SPC (代表ShanRui SP)；HHLR Advisors, Ltd.；上海景林资产管理有限公司及CICC Financial Trading Limited；黄山建投(香港)国际投资有限公司；晶汇瑞盈(香港)有限公司；Horizon Together Holding Ltd；大家人寿保险股份有限公司；Martis Fund, L.P.；国轩高科(香港)有限公司；星宇车灯(香港)有限公司；合肥建汇战新基石投资有限公司；中邮理财有限责任公司；景林资产管理香港有限公司",13,4572478875.0,0.4998,6.0,2026-03-25,产业方；长线基金；主权/国资；上市公司关联,汽车零件与设备,港股IPO基石投资者.csv
9980.HK,9980.HK,东鹏饮料,"Al-Rayyan Holding LLC；BlackRock基金；太白投资有限公司；UBS Asset Management (Singapore) Ltd.；Huang River Investment Limited；HSG Growth VII Holdco, Ltd.；Pacific Century Pines Investments 1 Limited；泰康人寿保险有限责任公司；Azure Skylines Limited；JPMorgan Asset Management (Asia Pacific) Limited；FMR参与基金；Velmar Company Limited；Amazing Mountain Limited；Great China Motivation Fund Phase II L.P.；保银资产管理有限公司；True Light Investments H Pte. Ltd.",16,4990140000.0,0.4923,6.0,2026-08-03,产业方；长线基金；主权/国资；上市公司关联,软饮料与不含酒精饮料,港股IPO基石投资者.csv
9981.HK,9981.HK,沃尔核材,"惠州市惠联投资合伙企业(有限合伙)；HHLR Advisors, Ltd.；上海景林资产管理有限公司及华泰资本投资有限公司；深圳市新世界投资(香港)有限公司；新宙邦(香港)有限公司；前海辰星投资；国惠(香港)控股有限公司；四川璞信产融投资有限责任公司及国泰君安证券投资(香港)有限公司；易亚投资管理有限公司；高时发展有限公司；SCV Alpha LP；江西铜业(北京)国际投资有限公司及国泰君安证券投资(香港)有限公司；Yield Royal Investment Holding (Singapore) PTE. LTD.；Jump Trading Pacific Pte. Ltd.；Factorial Master Fund；雾淞资本有限公司",16,970253002.0,0.34450000000000003,6.0,2026-08-13,产业方；长线基金；主权/国资；上市公司关联,电子设备和仪器,港股IPO基石投资者.csv
